eventID,eventRemarks,parentEventID,eventDate,locationID,locality,decimalLatitude,decimalLongitude,footprintWKT,geodeticDatum,waterBody,countryCode,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol
20120709UNDm2_200,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T16:40:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,40.0,55.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120709UNDm3_200,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T16:40:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,16.0,40.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120709UNDm4_200,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T16:40:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,8.0,16.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120709UNDm5_200,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T16:40:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,8.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 200 micron mesh (qualifier: )"
20120709UNDm1_335,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T17:30:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,40.0,50.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: )"
20120709UNDm2_335,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T17:30:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,16.0,40.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: )"
20120709UNDm3_335,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T17:30:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,8.0,16.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: )"
20120709UNDm4_335,sample,UWPHHCZoop_CB979-20120709UND,2012-07-09T17:30:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,8.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: )"
20120709UNNm5_335,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:10:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,8.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 335 micron mesh (qualifier: )"
20120709UNNm3_200,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:10:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,8.0,16.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120709UNNm4_200,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:10:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,8.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120709UNNm2_200,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:10:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,16.0,40.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120709UNNm1_200,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:10:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,40.0,53.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120709UNNm3_335,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:45:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,16.0,40.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: )"
20120709UNNm4_335,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:45:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,8.0,16.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: )"
20120709UNNm2_335,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T22:45:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,40.0,53.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: )"
20120709UNbNm3,sample,UWPHHCZoop_CB979-20120709UNN,2012-07-09T23:37:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,10.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: b)"
20120711HPNm2_200,sample,UWPHHCZoop_CB979-20120711HPN,2012-07-11T00:15:00-0700,HP,Hoodsport,47.581,-122.986,,EPSG:4386,"Hood Canal, Puget Sound",US,2.2,101.7,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120711DUDm1_200,sample,UWPHHCZoop_CB979-20120711DUD,2012-07-11T19:30:00-0700,DU,Duckabush,47.404,-123.125,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,158.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120712DBDm3_200,sample,UWPHHCZoop_CB979-20120712DBD,2012-07-12T16:23:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,12.0,30.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120712DBDm4_200,sample,UWPHHCZoop_CB979-20120712DBD,2012-07-12T16:23:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,12.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120712DBDm1_200,sample,UWPHHCZoop_CB979-20120712DBD,2012-07-12T16:23:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,45.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120712DBDm2_200,sample,UWPHHCZoop_CB979-20120712DBD,2012-07-12T16:23:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,30.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120712DBNm1_335,sample,UWPHHCZoop_CB979-20120712DBN,2012-07-12T22:45:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,45.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: )"
20120712DBNm2_335,sample,UWPHHCZoop_CB979-20120712DBN,2012-07-12T22:45:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,30.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: )"
20120712DBNm3_335,sample,UWPHHCZoop_CB979-20120712DBN,2012-07-12T22:45:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,12.0,30.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: )"
20120712DBNm4_335,sample,UWPHHCZoop_CB979-20120712DBN,2012-07-12T22:45:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,12.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: )"
20120713DBNm1_200,sample,UWPHHCZoop_CB979-20120713DBN,2012-07-13T00:17:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,45.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120713DBNm2_200,sample,UWPHHCZoop_CB979-20120713DBN,2012-07-13T00:17:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,30.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120713DBNm3_200,sample,UWPHHCZoop_CB979-20120713DBN,2012-07-13T00:17:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,12.0,30.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120713DBNm4_200,sample,UWPHHCZoop_CB979-20120713DBN,2012-07-13T00:17:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,12.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120806UNDm1_200,sample,UWPHHCZoop_CB982-20120806UND,2012-08-06T15:35:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,55.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120806UNNm0_335,sample,UWPHHCZoop_CB982-20120806UNN,2012-08-06T21:35:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,50.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m0, 335 micron mesh (qualifier: )"
20120808HPiiiNm1_200,sample,UWPHHCZoop_CB982-20120808HPN,2012-08-08T00:28:00-0700,HP,Hoodsport,47.581,-122.986,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,102.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: iii)"
20120808DUiiDm1_200,sample,UWPHHCZoop_CB982-20120808DUD,2012-08-08T18:49:00-0700,DU,Duckabush,47.404,-123.125,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,165.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: ii)"
20120809DBNm1_200,sample,UWPHHCZoop_CB982-20120809DBN,2012-08-09T22:49:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,70.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120810DBNm0_335,sample,UWPHHCZoop_CB982-20120810DBN,2012-08-10T00:29:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,70.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m0, 335 micron mesh (qualifier: )"
20120902UNADm1_335,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T14:32:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,45.0,60.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: A)"
20120902UNADm2_335,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T14:32:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,20.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: A)"
20120902UNADm3_335,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T14:32:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,7.0,20.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: A)"
20120902UNADm4_335,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T14:32:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,7.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: A)"
20120902UNDm5_200,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T15:13:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,7.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 200 micron mesh (qualifier: )"
20120902UNDm4_200,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T15:13:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,7.0,20.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120902UNDm2_200,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T15:13:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,43.0,62.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120902UNDm3_200,sample,UWPHHCZoop_CB986-20120902UND,2012-09-02T15:13:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,20.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120902UNiiNm1_200,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T21:34:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,60.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: ii)"
20120902UNiiNm2_200,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T21:34:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,45.0,60.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: ii)"
20120902UNiiNm3_200,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T21:34:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,20.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: ii)"
20120902UNiiNm4_200,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T21:34:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,7.0,20.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: ii)"
20120902UNiiNm5_200,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T21:34:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,7.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 200 micron mesh (qualifier: ii)"
20120902UNBNm5_335,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T23:09:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,7.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 335 micron mesh (qualifier: B)"
20120902UNBNm3_335,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T23:09:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,20.0,35.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: B)"
20120902UNBNm2_335,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T23:09:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,35.0,45.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: B)"
20120902UNBNm1_335,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T23:09:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,45.0,60.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: B)"
20120902UNBNm4_335,sample,UWPHHCZoop_CB986-20120902UNN,2012-09-02T23:09:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,7.0,20.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: B)"
20120903HPDm1_200,sample,UWPHHCZoop_CB986-20120903HPD,2012-09-03T17:51:00-0700,HP,Hoodsport,47.581,-122.986,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,112.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120904DUDm1_200,sample,UWPHHCZoop_CB986-20120904DUD,2012-09-04T18:13:00-0700,DU,Duckabush,47.404,-123.125,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,165.0,"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120905DBDm3_200,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:12:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,9.0,25.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120905DBDm4_200,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:12:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,9.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120905DBDm1_200,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:12:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,50.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120905DBDm2_200,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:12:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,25.0,50.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120905DBADm5_335,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:35:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,9.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 335 micron mesh (qualifier: A)"
20120905DBADm4_335,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:35:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,9.0,25.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: A)"
20120905DBADm1_335,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:35:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,60.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: A)"
20120905DBADm3_335,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:35:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,25.0,50.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: A)"
20120905DBADm2_335,sample,UWPHHCZoop_CB986-20120905DBD,2012-09-05T15:35:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,50.0,60.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: A)"
20120905DBNm3_200,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T21:18:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,9.0,25.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 200 micron mesh (qualifier: )"
20120905DBNm2_200,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T21:18:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,25.0,50.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 200 micron mesh (qualifier: )"
20120905DBNm1_200,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T21:18:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,50.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 200 micron mesh (qualifier: )"
20120905DBNm4_200,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T21:18:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,9.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 200 micron mesh (qualifier: )"
20120905DBBNm5_335,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T23:19:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,9.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m5, 335 micron mesh (qualifier: B)"
20120905DBBNm4_335,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T23:19:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,9.0,20.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: B)"
20120905DBBNm3_335,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T23:19:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,20.0,50.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: B)"
20120905DBBNm2_335,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T23:19:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,50.0,70.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: B)"
20120905DBBNm1_335,sample,UWPHHCZoop_CB986-20120905DBN,2012-09-05T23:19:00-0700,DB,Dabob,47.378,-123.117,,EPSG:4386,"Hood Canal, Puget Sound",US,70.0,85.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: B)"
20121001UNADm3_335,sample,UWPHHCZoop_CB988-20121001UND,2012-10-01T13:35:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,7.0,20.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m3, 335 micron mesh (qualifier: A)"
20121001UNADm4_335,sample,UWPHHCZoop_CB988-20121001UND,2012-10-01T13:35:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,0.0,7.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m4, 335 micron mesh (qualifier: A)"
20121001UNADm1_335,sample,UWPHHCZoop_CB988-20121001UND,2012-10-01T13:35:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,40.0,60.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m1, 335 micron mesh (qualifier: A)"
20121001UNADm2_335,sample,UWPHHCZoop_CB988-20121001UND,2012-10-01T13:35:00-0700,UN,Union,47.812,-122.807,,EPSG:4386,"Hood Canal, Puget Sound",US,20.0,40.0,"depth stratified net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh (qualifier: A)"
